notebook_path,owner_agent,owner_remote_head,stage_id,source_sha256,cell_count,code_cell_count,source_output_count,source_execution_count,parameters_tag,project_imports,module_calls,actual_module_call,input,output,run_mode,gate,execution_status,executed_path,executed_output_count,executed_code_cells,stage_output_root,required_artifacts_present,checksum_status,semantic_finding
crawl/notebooks/00RecoverSourceState.ipynb,P4-A1-SOURCE,3ad43c39dd01933575529e0c81d9809dc64c4e57,A1-00-RECOVER,4bf405ece28246d893ea347ee1aeb27a4283f25a98926473c1fdcf6aac37f3c9,11,5,0,0,True,p4_crawl.config;p4_crawl.observed;p4_crawl.stage,Path;Path.cwd;RunConfig;RuntimeError;any;as_posix;audit_input_manifest;globals;is_dir;locate_project_root;quality_row;recover_observed_input_state;relative_to;require_repository_relative;start.resolve;startswith;str;sys.path.insert;validate_observed_package;write_stage_artifacts,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-00-RECOVER/asset_frontier.csv;crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-00-RECOVER/asset_frontier.parquet;crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-00-RECOVER/detail_frontier.csv;crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-00-RECOVER/detail_frontier.parquet;crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-00-RECOVER/remaining_months.csv;crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-00-RECOVER/resume_state.json,observed-dev,SOURCE_POLICY_READY=PASS;OBSERVED_PACKAGE_REFERENCE_ONLY=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/crawl/notebooks/00RecoverSourceState.ipynb,2,5,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-00-RECOVER,4/4,PASS,
crawl/notebooks/01CollectLinkareerIndex.ipynb,P4-A1-SOURCE,3ad43c39dd01933575529e0c81d9809dc64c4e57,A1-01-INDEX,01d65fdb65d5610f437d0fbd06f5d692b5122d070fddb6be06ab41cfc1293806,11,5,0,0,True,p4_crawl.config;p4_crawl.observed;p4_crawl.stage,Path;Path.cwd;RunConfig;RuntimeError;any;as_posix;audit_input_manifest;globals;is_dir;locate_project_root;quality_row;relative_to;require_repository_relative;run_fixture_apq_query;start.resolve;startswith;str;sys.path.insert;write_stage_artifacts,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-01-INDEX/fixture_apq_audit.json;crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-01-INDEX/posting_discovery_index.csv;crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-01-INDEX/posting_discovery_index.parquet,observed-dev,INDEX_FIXTURE_APQ_READY=PASS;NO_LIVE_CRAWL_M1=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/crawl/notebooks/01CollectLinkareerIndex.ipynb,2,5,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-01-INDEX,4/4,PASS,
crawl/notebooks/02CollectPostingDetail.ipynb,P4-A1-SOURCE,3ad43c39dd01933575529e0c81d9809dc64c4e57,A1-02-DETAIL,0b1b749f5d9fe1b8f55eb71c7274a5e846e8309ab709c6c38ef43f17ca5dcb95,11,5,0,0,True,p4_crawl.config;p4_crawl.observed;p4_crawl.stage,Path;Path.cwd;RunConfig;RuntimeError;any;as_posix;audit_input_manifest;globals;is_dir;locate_project_root;quality_row;relative_to;replay_observed_raw;require_repository_relative;start.resolve;startswith;str;sys.path.insert;write_stage_artifacts,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-02-DETAIL/posting_detail_replay.csv;crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-02-DETAIL/posting_detail_replay.parquet;crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-02-DETAIL/raw_replay_failures.json;crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-02-DETAIL/raw_replay_metrics.json,observed-dev,CRAWL_OBSERVED_INPUT_READY=PASS;ACTIVITY_TEXT_RECOVERED=PASS;RAW_PII_NOT_PERSISTED=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/crawl/notebooks/02CollectPostingDetail.ipynb,2,5,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-02-DETAIL,4/4,PASS,
crawl/notebooks/03CollectPostingAssets.ipynb,P4-A1-SOURCE,3ad43c39dd01933575529e0c81d9809dc64c4e57,A1-03-ASSET,91899e17cc9c76e3e7bc05388919ebd643a763d971daa8af68817087b258daf3,11,5,0,0,True,p4_crawl.config;p4_crawl.observed;p4_crawl.stage,Path;Path.cwd;RunConfig;RuntimeError;any;as_posix;audit_input_manifest;globals;is_dir;locate_project_root;quality_row;relative_to;require_repository_relative;route_observed_asset_metadata;start.resolve;startswith;str;sys.path.insert;write_stage_artifacts,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-03-ASSET/asset_frontier.csv;crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-03-ASSET/asset_frontier.parquet;crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-03-ASSET/asset_manifest.jsonl;crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-03-ASSET/asset_routing_metrics.json;crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-03-ASSET/ocr_candidate_manifest.csv;crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-03-ASSET/ocr_candidate_manifest.parquet,observed-dev,EXTERNAL_ATS_ZERO_CALL=PASS;M1_ASSET_METADATA_ONLY=PASS;CRAWL_ASSET_LINEAGE_READY=NOT_EVALUATED,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/crawl/notebooks/03CollectPostingAssets.ipynb,2,5,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-03-ASSET,4/4,PASS,
crawl/notebooks/04BuildCrawlRelease.ipynb,P4-A1-SOURCE,3ad43c39dd01933575529e0c81d9809dc64c4e57,A1-04-RELEASE,7d1b0b35302cdd0fea13b7b1ff682395ae16095f27d23c606928725c5af8110b,11,5,0,0,True,p4_crawl.config;p4_crawl.observed;p4_crawl.stage;p4_crawl.storage,Path;Path.cwd;RunConfig;RuntimeError;any;as_posix;atomic_write_json;audit_input_manifest;globals;invoke_agent2_validator;is_dir;locate_project_root;quality_row;relative_to;require_repository_relative;start.resolve;startswith;str;sys.path.insert;validate_observed_package;write_stage_artifacts,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-04-RELEASE/agent2_validator_result.json;crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-04-RELEASE/observed_package_validation.json,observed-dev,CRAWL_OBSERVED_INPUT_READY=PASS;AGENT2_VALIDATOR=PASS;CRAWL_RELEASE_READY=NOT_EVALUATED,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/crawl/notebooks/04BuildCrawlRelease.ipynb,2,5,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT1/A1-04-RELEASE,4/4,PASS,
pipeline/notebooks/00ContractAndInputAudit.ipynb,P4-A2-PIPELINE,9a0571dbcc0183960bda153baedcd0a2c9dc8248,A2-00-CONTRACT-AUDIT,86e599f6c822f0cb5da4a149443ea94393aefc29416ec965a3f5e443862e479d,11,6,0,0,True,p4.notebooks.observed_stages,OUTPUT_ROOT.is_absolute;OUTPUT_ROOT.resolve;Path;Path.cwd;RuntimeError;STAGE_ID.startswith;artifact_root.relative_to;audit_observed_stage_inputs;datetime.now;display;exists;find_project_root;is_file;isoformat;json.dumps;json.loads;jsonschema.Draft202012Validator;jsonschema.FormatChecker;list;os.environ.get;pd.DataFrame;print;read_text;resolve;run_contract_and_input_audit_stage;str;strip;subprocess.check_output;sys.path.insert;validate,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,,observed-dev,CONTRACT_LINKED=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/pipeline/notebooks/00ContractAndInputAudit.ipynb,5,6,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT2/00ContractAndInputAudit,4/4,PASS,
pipeline/notebooks/01LoadCrawlRelease.ipynb,P4-A2-PIPELINE,9a0571dbcc0183960bda153baedcd0a2c9dc8248,A2-01-LOAD,5fa8f23840d769cab3980665276b74f3aaa42306b58e299ac7eacac0d718221d,11,6,0,0,True,p4.notebooks.observed_stages,OUTPUT_ROOT.is_absolute;OUTPUT_ROOT.resolve;Path;Path.cwd;RuntimeError;STAGE_ID.startswith;artifact_root.relative_to;audit_observed_stage_inputs;datetime.now;display;exists;find_project_root;is_file;isoformat;json.dumps;json.loads;jsonschema.Draft202012Validator;jsonschema.FormatChecker;list;os.environ.get;pd.DataFrame;print;read_text;resolve;run_load_crawl_release_stage;str;strip;subprocess.check_output;sys.path.insert;validate,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,,observed-dev,INPUT_LOADED=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/pipeline/notebooks/01LoadCrawlRelease.ipynb,5,6,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT2/01LoadCrawlRelease,4/4,PASS,
pipeline/notebooks/02ParseAndNormalize.ipynb,P4-A2-PIPELINE,9a0571dbcc0183960bda153baedcd0a2c9dc8248,A2-02-PARSE,b1cf625b99252b41fa808973ccfec38a53669c14fda3444ad0ee64512820ce31,11,6,0,0,True,p4.notebooks.observed_stages,OUTPUT_ROOT.is_absolute;OUTPUT_ROOT.resolve;Path;Path.cwd;RuntimeError;STAGE_ID.startswith;artifact_root.relative_to;audit_observed_stage_inputs;datetime.now;display;exists;find_project_root;is_file;isoformat;json.dumps;json.loads;jsonschema.Draft202012Validator;jsonschema.FormatChecker;list;os.environ.get;pd.DataFrame;print;read_text;resolve;run_parse_and_normalize_stage;str;strip;subprocess.check_output;sys.path.insert;validate,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,,observed-dev,PARSE_READY=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/pipeline/notebooks/02ParseAndNormalize.ipynb,5,6,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT2/02ParseAndNormalize,4/4,PASS,
pipeline/notebooks/03OcrAndSectionRecovery.ipynb,P4-A2-PIPELINE,9a0571dbcc0183960bda153baedcd0a2c9dc8248,A2-03-OCR,db5ca86e37c73f09097f7f740bcef633643439d24eb20a1bcfd24171d78f518a,11,6,0,0,True,p4.notebooks.observed_stages,OUTPUT_ROOT.is_absolute;OUTPUT_ROOT.resolve;Path;Path.cwd;RuntimeError;STAGE_ID.startswith;artifact_root.relative_to;audit_observed_stage_inputs;datetime.now;display;exists;find_project_root;is_file;isoformat;json.dumps;json.loads;jsonschema.Draft202012Validator;jsonschema.FormatChecker;list;os.environ.get;pd.DataFrame;print;read_text;resolve;run_ocr_and_section_recovery_stage;str;strip;subprocess.check_output;sys.path.insert;validate,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,,observed-dev,OCR_READY=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/pipeline/notebooks/03OcrAndSectionRecovery.ipynb,5,6,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT2/03OcrAndSectionRecovery,4/4,PASS,
pipeline/notebooks/04SplitTracks.ipynb,P4-A2-PIPELINE,9a0571dbcc0183960bda153baedcd0a2c9dc8248,A2-04-TRACK,3892d341ca93b999d459e4faabd250f622ae8d626e994d9ee11a563b3a0f6aca,11,6,0,0,True,p4.notebooks.observed_stages,OUTPUT_ROOT.is_absolute;OUTPUT_ROOT.resolve;Path;Path.cwd;RuntimeError;STAGE_ID.startswith;artifact_root.relative_to;audit_observed_stage_inputs;datetime.now;display;exists;find_project_root;is_file;isoformat;json.dumps;json.loads;jsonschema.Draft202012Validator;jsonschema.FormatChecker;list;os.environ.get;pd.DataFrame;print;read_text;resolve;run_split_tracks_stage;str;strip;subprocess.check_output;sys.path.insert;validate,True,inputManifestSha256=f58810b38bde7c7e1c69bf1f7000b3931cadf9d4d544f64b9c9c0d27a63bce8e,,observed-dev,TRACK_READY=PASS,PASS,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/executed/pipeline/notebooks/04SplitTracks.ipynb,5,6,crawl/runs/notebooks/observed-dev/MASTER_20260806_01/stages/crawl/notebooks/children/agent_runs/AGENT2/04SplitTracks,4/4,PASS,
