baseCommit,headCommit,acceptedAgentCommits,dataVersion,runId,contractVersion,sourceNotebookManifestSha256,rawObjectManifestSha256,validatorReportSha256,reportSha256,stageId,owner,registryClass,executionStage,sourceNotebookPath,sourceNotebookBlobSha256,gitBlobId,authorityCommit,expectedAuthoritySha256,authorityShaMatch,cellCount,cellIdOrderSha256,sourceOutputCount,sourceExecutionCount,moduleBlobSha256,inputContract,outputContract,inputSchemaSha256,outputSchemaSha256,dependencyStageIds,currentRunManifestSchema,validatorGate,status
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A1-00-RECOVER,P4-A1-SOURCE,RECONCILIATION_EXECUTION_STAGE,True,crawl/notebooks/00RecoverSourceState.ipynb,c3fe68cf946e432df7610ba78452898c0fe62dfd5f9df8296d314a7990d1a257,10d694b502ed03da1da957e41bcaf83fab62ed59,23b242da31c63687cc100af0603dacc7b4bafe2c,c3fe68cf946e432df7610ba78452898c0fe62dfd5f9df8296d314a7990d1a257,True,11,22737c083e1a4e8fd048a1e80c8e61d52ef8f0f15f98674059c7d69f3d7c37fe,0,0,87b6809a8326a350dffc444774c1c7abb287fa65c613ef2042f952159ea6b793,"[""source-policy evidence"", ""baseline release"", ""checkpoints""]","[""resume_state.json"", ""remaining_months.csv"", ""detail_frontier.csv"", ""asset_frontier.csv""]",d41e75c9c58210477062ea9d7e37ed6ca78a3aca49280d7b92ea5c7fad6bfd43,efac34f5bffccaeb838acb74ffd0d40cbf9ca80ebfbde1c563ccd4cbfd5df76b,[],source-policy-run-v1,SOURCE_POLICY_READY,PASS
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A1-01-INDEX,P4-A1-SOURCE,RECONCILIATION_EXECUTION_STAGE,True,crawl/notebooks/01CollectLinkareerIndex.ipynb,ea3454cca50c8e50b3d18406006f1f4fc83a705ba84134009cd3b42a2e3a95a2,bac8aecfd85706f7729e45c3162a3cc4c79266fd,23b242da31c63687cc100af0603dacc7b4bafe2c,ea3454cca50c8e50b3d18406006f1f4fc83a705ba84134009cd3b42a2e3a95a2,True,11,5b86f31ea00f0679c6e483d6d293302d25a5b46d961c25f996ee2e0f0b317a9a,0,0,87b6809a8326a350dffc444774c1c7abb287fa65c613ef2042f952159ea6b793,"[""queryRegistry"", ""coverage plan""]","[""posting_discovery_index"", ""monthly_coverage"", ""index_fetch_manifest""]",0e7661c1f21ff8480ae01ab49f55b825582866b6b457104ba3fa4395114329db,6a790b41347401c02876744c98a720ab311526eb26796371f7526311f0a55b6e,"[""A1-00-RECOVER""]",crawl-index-v1,CRAWL_INDEX_OBSERVED_READY,PASS
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A1-02-DETAIL,P4-A1-SOURCE,RECONCILIATION_EXECUTION_STAGE,True,crawl/notebooks/02CollectPostingDetail.ipynb,ca713dc03c421ba9ea900fa72062ceba6ef32ac2d7642789c59194a8e8be3de3,c92a2ce8bddd605986d7df81ee8d6f756ace33ee,23b242da31c63687cc100af0603dacc7b4bafe2c,ca713dc03c421ba9ea900fa72062ceba6ef32ac2d7642789c59194a8e8be3de3,True,11,e6fefb2475be981aba106193926befd5982f85cfa9d9dfa79c254755d8403a11,0,0,87b6809a8326a350dffc444774c1c7abb287fa65c613ef2042f952159ea6b793,"[""index raw"", ""detail frontier""]","[""raw SSR"", ""posting manifest"", ""detail_fetch_manifest""]",29f1dd494e9975ab0d324a4cd6a76fff94e4f28c77d40839a078cdded1b2cd37,d6ce6cee24bf1916787bec6b49d80c7a1238ee1791c38134ad6721dbc67509ca,"[""A1-01-INDEX""]",posting-manifest-v1,CRAWL_OBSERVED_INPUT_READY,PASS
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A1-03-ASSET,P4-A1-SOURCE,RECONCILIATION_EXECUTION_STAGE,True,crawl/notebooks/03CollectPostingAssets.ipynb,6baf34bb0daefeb455b0da86e0eba3624a7016d11fb893ecaf46fabd8c2181f2,fa627d18929db367564f799073f8f6f113166d37,23b242da31c63687cc100af0603dacc7b4bafe2c,6baf34bb0daefeb455b0da86e0eba3624a7016d11fb893ecaf46fabd8c2181f2,True,11,5773c65efb07575a4c2ccf1a0a367a4e36f993fe81f14bca212bfae8a3befcc7,0,0,87b6809a8326a350dffc444774c1c7abb287fa65c613ef2042f952159ea6b793,"[""posting manifest"", ""asset candidates""]","[""raw assets"", ""asset manifest"", ""ocr candidate manifest""]",728c107d2e6a55bcb89c5662dc3da1ce5b1f23d76329b86bde91ebdc1d9d0616,066c0791cb89ee2924a2ad3d1d0ff56a2bcc7c40be1c238c98aa962765109894,"[""A1-02-DETAIL""]",asset-manifest-v1,CRAWL_ASSET_LINEAGE_READY,PASS
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A1-04-RELEASE,P4-A1-SOURCE,RECONCILIATION_EXECUTION_STAGE,True,crawl/notebooks/04BuildCrawlRelease.ipynb,18b786aae98ceed86b1313bff143af7ea5d2ad023514fe9f5d0ab0159a04718c,ab22d6474f1db916103a2b438edf8d404165248b,23b242da31c63687cc100af0603dacc7b4bafe2c,18b786aae98ceed86b1313bff143af7ea5d2ad023514fe9f5d0ab0159a04718c,True,11,f23ca0d12314897e4b78676033eb53b1c9272bab33dad23c5464ad2a0e763a93,0,0,87b6809a8326a350dffc444774c1c7abb287fa65c613ef2042f952159ea6b793,"[""record raw lineage"", ""asset lineage"", ""monthly coverage""]","[""immutable crawl release""]",08cb19cb75fbe923dc08e0a374496b854a65ac19c0014f86ddc1852225b6bd8a,3947181ecdb29abb9cf57215a11de962ec2f8ef1d3a4a3bc89b7b06034bcab43,"[""A1-03-ASSET""]",crawl-release-v1,CRAWL_RELEASE_READY,PASS
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A3-MASTER,P4-A3-CONTROL,REGISTERED_OBSERVED_MASTER,False,crawl/notebooks/P4_Notebook_First_Master.ipynb,9eb0147b85bacfceb6a051d09c6ea651a63c89a22871a04719dee812f1e3236d,b7b11629339383d1071544240a6b016de3f014d4,879b2c2e2cf3ba3f3cdc8f0847e607f045e2b839,9eb0147b85bacfceb6a051d09c6ea651a63c89a22871a04719dee812f1e3236d,True,11,0af3b506f39d1bdd587eff1cd3bee5734bae8f50b63d8d27e624e839fb1c4445,0,0,NOT_APPLICABLE,"[""23 source notebooks"", ""stage registry"", ""observed export bundle""]","[""executed notebook bundle"", ""execution results"", ""master stage artifacts""]",f42c8a350bfd82e7bb45c2aaf2cce24e0fdc48f55bf444cb8aea076e75c5010f,cd61be1cf6ff3a4652d254e96732c66c841f9a852b2f596c9e64fab544abb297,"[""A1-04-RELEASE"", ""A2-11-EXPORT-QA"", ""A4-05-EVALUATE""]",notebook-bundle-v1,NOTEBOOK_EXECUTION_READY_OBSERVED_DEV,NOT_EVALUATED
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-00-NCS-SOURCE,P4-A4-NCS,RECONCILIATION_EXECUTION_STAGE,True,ncs_mapping/notebooks/00NcsSourceAudit.ipynb,0186e062fb88c04bd5966a98b486eb9a0bd7963cd395b3f52c13533a82057ae2,79cb7a3f662ff7ea85a71043524de0d8630bd8ae,3396eb66f6f9af80d0458ab8c5431b1c5ce6414c,NO_FORMAL_RECONCILIATION_HANDOFF,False,6,e06e812628c66dced0a2d09202fccd5355b5a2116af6e569f0cac7680dd0566c,0,0,27c74156df6cb12bd4629e4104c48d562cf0a18c494afa618f73a9ee65b11088,"[""ncsUnit source release""]","[""ncsUnit parquet"", ""source audit""]",1a1529a369abe543dfd3e688a459795737516a4936527501d1e3ccd7b91fd198,e75840089fb505fe4a412096364708fa2d786762fcd9a062252db856c9e5fe25,"[""A2-00-CONTRACT-AUDIT""]",ncs-base-v1,NCS_BASE_READY,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-01-CODESET,P4-A4-NCS,RECONCILIATION_EXECUTION_STAGE,True,ncs_mapping/notebooks/01BuildCoreAiItCodeSet.ipynb,6ce52c351f5f2e60f4b4226989d9ab48ae0fd157e83d7f987e08dc045c250816,77e921da924711abb4abf3bc4d4d0ea7fb18c33e,3396eb66f6f9af80d0458ab8c5431b1c5ce6414c,NO_FORMAL_RECONCILIATION_HANDOFF,False,6,ce8e6bb2cf62cb960788b324b60fc9ad1f4bac4827c607480e865954f8b2fbd1,0,0,27c74156df6cb12bd4629e4104c48d562cf0a18c494afa618f73a9ee65b11088,"[""ncsUnit parquet""]","[""core code set candidate""]",b60f1f5969d9f723993fb1f0c3b6d6abd433bc37ea87c44568cb3d4e858b2045,368bedd149162bd66cff4216c56cf666864b764cf29146426ed7700f29f2494a,"[""A4-00-NCS-SOURCE""]",core-ai-it-v0.1,NCS_CODESET_REVIEW_READY,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-02-RETRIEVAL,P4-A4-NCS,RECONCILIATION_EXECUTION_STAGE,True,ncs_mapping/notebooks/02BuildNcsRetrievalIndex.ipynb,743d5cb7939697e1dd504d5f77c40f8f7b3093de71966d6abe56cfd51cabe22a,87bdbaf5a53517ae4478fdd762dbdd776e6563f9,3396eb66f6f9af80d0458ab8c5431b1c5ce6414c,NO_FORMAL_RECONCILIATION_HANDOFF,False,6,7054900ad4a92407ac9c70e72dd83db68e1eb47b8e3ea83807e0c4ce8099b5ef,0,0,27c74156df6cb12bd4629e4104c48d562cf0a18c494afa618f73a9ee65b11088,"[""core code set"", ""alias dictionary""]","[""retrieval index manifest""]",5127e056c442ff003ab7c29eb6b91431a8102f704a99a7496c0974011944c1e3,1d57287c55f755adff0734dbc6713c695d6f0c61a2bd2cd813b951b956048deb,"[""A4-01-CODESET""]",ncs-retrieval-v1,NCS_RETRIEVAL_READY,EVIDENCE_INSUFFICIENT
5508fce02ba5396b5d5a55870f1f879c1f32e8e0,e903d3a1d5f919cf7a117d8e351750ab9dc840f2,NONE,reconciliation-20260807.1,M1_5_RECONCILIATION_20260807_01,2.1.2,SEE_EVIDENCE_MANIFEST,f12680f1d598f70df576f0af4743c5e9c49df7caf16eccb1d898bded5eb3dfbe,NOT_AVAILABLE_PRECONDITION_BLOCKED,SEE_EVIDENCE_MANIFEST,A4-03-MAP-OBSERVED,P4-A4-NCS,RECONCILIATION_EXECUTION_STAGE,True,ncs_mapping/notebooks/03MapObservedDuties.ipynb,69a5e625b98833909dc7e7c46a0ffa00c8ce34f81711b4e5f3997bcad6c3f893,afe6d0220fb9fdec4fe451a8bf937ee263b430d0,3396eb66f6f9af80d0458ab8c5431b1c5ce6414c,NO_FORMAL_RECONCILIATION_HANDOFF,False,6,2119ee3d8d75fd90524619dec5aedb49052693378384388df9c3bc1ed57c6772,0,0,27c74156df6cb12bd4629e4104c48d562cf0a18c494afa618f73a9ee65b11088,"[""observed duty manifest"", ""retrieval index""]","[""posting NCS candidates""]",277e296c0fdbec02b871b92549dd6d5293285c5b35259c68ff57daa9dd13c94f,260b53d5b18f1eccf874d316b49e3331b9a1b746b0bae8164bce9fd05b32cc2c,"[""A2-05-REQUIREMENT"", ""A4-02-RETRIEVAL""]",posting-ncs-candidates-v1,NCS_MAPPING_DEV_READY,EVIDENCE_INSUFFICIENT
