branch,baseCommit,headCommit,dataVersion,runId,rawStorageRootId,postingId,rawPostingId,rawObjectPresent,rawSha256,contentSha256,postingHasDetailRawHtml,bindingStatus,mismatchReason,quarantinePointer
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57020,57020,True,a0f7f6bfcd41b03c22c084e088cef880c070e50b43202e5825fe0df2c1ed44f5,a0f7f6bfcd41b03c22c084e088cef880c070e50b43202e5825fe0df2c1ed44f5,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/57020
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57035,57035,True,8ff4fe824127a32632db38de0ca0d70133a47688dafab770fabacc49266f1dc2,8ff4fe824127a32632db38de0ca0d70133a47688dafab770fabacc49266f1dc2,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/57035
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57076,57076,True,ee961629b7cb1352379fb838b0c8923da1edc3fe21f116fa96bb852d1371ef58,ee961629b7cb1352379fb838b0c8923da1edc3fe21f116fa96bb852d1371ef58,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/57076
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57112,57112,True,7db73da84d23a74e52678c65d425473d9cc20ef2cf61c450034dbb0d56e5e23a,7db73da84d23a74e52678c65d425473d9cc20ef2cf61c450034dbb0d56e5e23a,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/57112
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57113,57113,True,d08c890ca45f916f6a478e8e18b7aa99734b06056bf3e3c4ec3f55ee2dabf79a,d08c890ca45f916f6a478e8e18b7aa99734b06056bf3e3c4ec3f55ee2dabf79a,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/57113
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57115,57115,True,e3f52a11f77022683614769c0324bfa12cf1da362e3d981d329069a5c39a9586,e3f52a11f77022683614769c0324bfa12cf1da362e3d981d329069a5c39a9586,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/57115
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57118,57118,True,c2299f7e64e79925acf706cfbb45fb02e26a58a42f89d9b5608c6e11cd019a5c,c2299f7e64e79925acf706cfbb45fb02e26a58a42f89d9b5608c6e11cd019a5c,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/57118
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57144,57144,True,ce884e1d66cb468009f39e1abc88965ff7b027789ba8f56722201c7deb2be441,ce884e1d66cb468009f39e1abc88965ff7b027789ba8f56722201c7deb2be441,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/57144
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57185,57185,True,d0fd7ac43a7dc7136bb6868b97a6db5d2d80efed0a18dd5d94e4eab902a2496e,d0fd7ac43a7dc7136bb6868b97a6db5d2d80efed0a18dd5d94e4eab902a2496e,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/57185
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57188,57188,True,9729485d93c130d3d69d3000dd665cafb0351553afce27affc1aba099ed9da2c,9729485d93c130d3d69d3000dd665cafb0351553afce27affc1aba099ed9da2c,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/57188
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57189,57189,True,81c58897baaa45ac4d54f1f5bd8461f520cf987eb6e4b65b4ddef50e06af00ae,81c58897baaa45ac4d54f1f5bd8461f520cf987eb6e4b65b4ddef50e06af00ae,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/57189
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57190,57190,True,99f405607ec50d6c024257f59aec7fbcd1b590dabb26efb833a1ec0fd79e8709,99f405607ec50d6c024257f59aec7fbcd1b590dabb26efb833a1ec0fd79e8709,True,MATCHED,,
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57191,57191,True,8217c0cb258250ceb09e6d832b2dfaa9d6a179da984b0ee3f77b7ba680111219,8217c0cb258250ceb09e6d832b2dfaa9d6a179da984b0ee3f77b7ba680111219,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/57191
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57192,57192,True,c4d68db9d9cce3e798276d64c22765f5bfa71b5acf665740661e525f32a2490d,c4d68db9d9cce3e798276d64c22765f5bfa71b5acf665740661e525f32a2490d,True,MATCHED,,
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57199,57199,True,da0b99ea90071cd7b506bc6ee3da0aeaf5050ff318927c31de1892217550ff97,da0b99ea90071cd7b506bc6ee3da0aeaf5050ff318927c31de1892217550ff97,False,QUARANTINED,POSTING_FLAG_FALSE_FOR_RESOLVED_RAW,quarantine://P4_RAW_OBSERVED_20260806_01/57199
