branch,baseCommit,headCommit,dataVersion,runId,rawStorageRootId,rawPostingId,storageRootId,objectLocatorRelative,expectedContentSha256,observedCompressedSha256,observedContentSha256,expectedContentByteCount,observedContentByteCount,availabilityStatus,downstreamConsumable
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57020,P4_RAW_OBSERVED_20260806_01,data/raw/linkareer/detail/2021/03/a0f7f6bfcd41b03c22c084e088cef880c070e50b43202e5825fe0df2c1ed44f5.html.gz,a0f7f6bfcd41b03c22c084e088cef880c070e50b43202e5825fe0df2c1ed44f5,156ed9dea632d1411234163aee68d97b37166b75556ed257bbab7c00f8dcdd90,a0f7f6bfcd41b03c22c084e088cef880c070e50b43202e5825fe0df2c1ed44f5,153615,153615,AVAILABLE,True
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57035,P4_RAW_OBSERVED_20260806_01,data/raw/linkareer/detail/2021/03/8ff4fe824127a32632db38de0ca0d70133a47688dafab770fabacc49266f1dc2.html.gz,8ff4fe824127a32632db38de0ca0d70133a47688dafab770fabacc49266f1dc2,dd0390803ca128cf4622afcffa4931049bcc8d71c0c56aeb934d3523d1e88645,8ff4fe824127a32632db38de0ca0d70133a47688dafab770fabacc49266f1dc2,169284,169284,AVAILABLE,True
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57076,P4_RAW_OBSERVED_20260806_01,data/raw/linkareer/detail/2021/03/ee961629b7cb1352379fb838b0c8923da1edc3fe21f116fa96bb852d1371ef58.html.gz,ee961629b7cb1352379fb838b0c8923da1edc3fe21f116fa96bb852d1371ef58,803b36541ac4fdaa4fe27ed8f73391c1c7e2a3338910c28108666d59115986b2,ee961629b7cb1352379fb838b0c8923da1edc3fe21f116fa96bb852d1371ef58,167152,167152,AVAILABLE,True
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57112,P4_RAW_OBSERVED_20260806_01,data/raw/linkareer/detail/2021/03/7db73da84d23a74e52678c65d425473d9cc20ef2cf61c450034dbb0d56e5e23a.html.gz,7db73da84d23a74e52678c65d425473d9cc20ef2cf61c450034dbb0d56e5e23a,52dd3958cbc4a63a5630ec1f418e3a8ccaa72a74e3a6251a242cb552dec4423d,7db73da84d23a74e52678c65d425473d9cc20ef2cf61c450034dbb0d56e5e23a,153948,153948,AVAILABLE,True
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57113,P4_RAW_OBSERVED_20260806_01,data/raw/linkareer/detail/2021/03/d08c890ca45f916f6a478e8e18b7aa99734b06056bf3e3c4ec3f55ee2dabf79a.html.gz,d08c890ca45f916f6a478e8e18b7aa99734b06056bf3e3c4ec3f55ee2dabf79a,4365a5ca40f9259e6455ce8ba23579db848e28e6aed2cafe74b1b4279b8537ca,d08c890ca45f916f6a478e8e18b7aa99734b06056bf3e3c4ec3f55ee2dabf79a,164519,164519,AVAILABLE,True
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57115,P4_RAW_OBSERVED_20260806_01,data/raw/linkareer/detail/2021/03/e3f52a11f77022683614769c0324bfa12cf1da362e3d981d329069a5c39a9586.html.gz,e3f52a11f77022683614769c0324bfa12cf1da362e3d981d329069a5c39a9586,770abe44a215a5823dbcd5d8673c94a624321657452a4f23829924709109e459,e3f52a11f77022683614769c0324bfa12cf1da362e3d981d329069a5c39a9586,152570,152570,AVAILABLE,True
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57118,P4_RAW_OBSERVED_20260806_01,data/raw/linkareer/detail/2021/03/c2299f7e64e79925acf706cfbb45fb02e26a58a42f89d9b5608c6e11cd019a5c.html.gz,c2299f7e64e79925acf706cfbb45fb02e26a58a42f89d9b5608c6e11cd019a5c,2acade76d9cbc9ad72072897f8b44ceb79575edbe27b703db4b6a32fb67d7992,c2299f7e64e79925acf706cfbb45fb02e26a58a42f89d9b5608c6e11cd019a5c,168510,168510,AVAILABLE,True
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57144,P4_RAW_OBSERVED_20260806_01,data/raw/linkareer/detail/2021/03/ce884e1d66cb468009f39e1abc88965ff7b027789ba8f56722201c7deb2be441.html.gz,ce884e1d66cb468009f39e1abc88965ff7b027789ba8f56722201c7deb2be441,85a88103d800aeb900e13d945b6790e13d4b0d6f1ba104c9b1e6872d4a6c9014,ce884e1d66cb468009f39e1abc88965ff7b027789ba8f56722201c7deb2be441,157181,157181,AVAILABLE,True
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57185,P4_RAW_OBSERVED_20260806_01,data/raw/linkareer/detail/2021/03/d0fd7ac43a7dc7136bb6868b97a6db5d2d80efed0a18dd5d94e4eab902a2496e.html.gz,d0fd7ac43a7dc7136bb6868b97a6db5d2d80efed0a18dd5d94e4eab902a2496e,7f3741c29b0ac7244266d26269521d7f57b5099a0fbba1aa909d1d6f1f19a4e0,d0fd7ac43a7dc7136bb6868b97a6db5d2d80efed0a18dd5d94e4eab902a2496e,166729,166729,AVAILABLE,True
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,57188,P4_RAW_OBSERVED_20260806_01,data/raw/linkareer/detail/2021/03/9729485d93c130d3d69d3000dd665cafb0351553afce27affc1aba099ed9da2c.html.gz,9729485d93c130d3d69d3000dd665cafb0351553afce27affc1aba099ed9da2c,fc608961945b557176d2c2018869145ad8e413de8d02acc90e461d6235c4f3d3,9729485d93c130d3d69d3000dd665cafb0351553afce27affc1aba099ed9da2c,161597,161597,AVAILABLE,True
